name,rank,functions,structural_material,status,city,city_locode,start,completed,floors_above,height,longitude,latitude,dem
Marquis,184,residential \/ hotel,concrete,COM,Miami,MIA,2005,2009,63,207,-80.1899185181,25.7851905823,
Marriott Autograph Hotel,2232,hotel,concrete,UC,Chicago,CHI,2015,2016,22,73.6100006104,-87.621673584,41.8936195374,
Marriott Courtyard Hotel,1854,hotel,concrete,UC,New York City,NYC,2015,2016,29,95.0999984741,-73.9986877441,40.7547111511,
Marriott Hotel City Center,1289,hotel,steel,COM,Minneapolis,MES,,1983,32,119.4100036621,-93.2735137939,44.9776916504,
Marriott Marquis Hotel,431,hotel,concrete,COM,Atlanta,ATL,,1985,52,168.8600006104,-84.3847732544,33.761631012,
Marriott Riverwalk,1565,hotel,concrete,COM,San Antonio,SAT,,1979,30,106.6999969482,-98.4846191406,29.4226398468,
Marriott World Trade Center,2231,hotel,steel,DEM,New York City,NYC,1979,1981,22,73.75,-74.0138397217,40.7114486694,2001
Marriott's Custom House,663,office,steel,COM,Boston,BOS,1913,1915,32,151.1799926758,-71.0535202026,42.3590507507,
Martin Tower,1721,office,steel,COM,Bethlehem,BEX,,1972,21,101.1999969482,-75.3943862915,40.6317901611,
Marymount University Dormitory,778,residential,concrete,COM,New York City,NYC,2000,2001,48,144.169998169,-73.9669113159,40.7585601807,
Masonic Temple,1925,office,steel,DEM,Chicago,CHI,1891,1892,21,92.0500030518,-87.6273727417,41.8848190308,1939
Master Printers Building,2060,office,concrete,COM,New York City,NYC,,1927,18,84.75,-73.9990234375,40.7540817261,
Mather Tower,548,hotel \/ office,steel,COM,Chicago,CHI,1926,1928,38,158.8999938965,-87.6253967285,41.8876495361,
Mayfair Towers,1722,residential,steel,COM,New York City,NYC,1963,1964,36,101.1900024414,-73.9769668579,40.7769813538,
Mayo Building,1972,hospital,composite,COM,Rochester,RST,1952,1955,20,90,-92.4666900635,44.0221290588,
McAllister Tower Apartments,1867,residential,steel,COM,San Francisco,SFO,,1930,28,94.5,-122.4141082764,37.7811317444,
McClurg Court Center A,1012,residential,concrete,COM,Chicago,CHI,1970,1971,46,131,-87.6178817749,41.8929710388,
McClurg Court Center B,1012,residential,concrete,COM,Chicago,CHI,1970,1971,46,131,-87.6184768677,41.8931694031,
McCormack Building,1810,office,steel,COM,Boston,BOS,,1975,22,98,-71.0624084473,42.3595809937,
McCormick Building,1849,residential \/ office,steel,COM,Chicago,CHI,1908,1912,20,95.6999969482,-87.6247711182,41.8772392273,
McCormick Place Marriott Marquis,927,hotel,concrete\/steel,UC,Chicago,CHI,2015,2017,40,135.1799926758,-87.6230163574,41.8525314331,
McDonald Investment Center,1893,office,steel,COM,Cleveland,CLE,1967,1968,23,93.8799972534,-81.6887207031,41.5017318726,
McGraw-Hill Building,711,office,steel,COM,New York City,NYC,1930,1931,33,147.8300018311,-73.9915771484,40.7576217651,
McGraw-Hill Building,188,office,steel,COM,New York City,NYC,,1972,51,205.4400024414,-73.982131958,40.759349823,
MCI Center,1129,office,steel,COM,Los Angeles,LAX,,1973,33,126.3000030518,-118.2589569092,34.0482215881,
McKay Tower,2171,office,steel,COM,Grand Rapids,GRR,1926,1927,18,78.9000015259,-85.6714401245,42.9662017822,
McKesson Plaza,522,office,steel,COM,San Francisco,SFO,,1969,38,161.2400054932,-122.4026565552,37.78881073,
McKnight Tower Apartments,1675,residential,concrete,COM,Minneapolis,MES,1968,1973,39,102.8300018311,-93.2481002808,44.9691886902,
MDA City Apartments,2004,office,steel,COM,Chicago,CHI,,1927,24,88.1999969482,-87.625869751,41.885509491,
Medical Center of Louisiana Charity Hospital,2056,hospital,steel,COM,New Orleans,MSY,1937,1939,20,85,-90.0781936646,29.9551906586,
MEi Miami Beach Ocean Front,2167,residential,concrete,COM,Miami Beach,MB4,2006,2008,22,79,-80.120552063,25.8408794403,
Mellon Bank Center (LAX),1407,office,steel,COM,Los Angeles,LAX,,1982,26,114.3000030518,-118.2536315918,34.0516090393,
Mellon Bank Center (PHL),79,office,composite,COM,Philadelphia,PHL,,1990,54,241.4100036621,-75.1695480347,39.953578949,
Melody at Arsht Center,805,residential \/ retail,concrete,UC,Miami,MIA,2014,2016,36,142.3000030518,-80.1901092529,25.7885608673,
Memorial Hermann Medical Plaza,1011,hospital \/ office,concrete,COM,Houston,HOU,2004,2007,28,131.0399932861,-95.3968200684,29.7153701782,
Memorial Hermann Tower,477,office \/ hospital,concrete,COM,Houston,HOU,2006,2009,35,165.1999969482,-95.5454025269,29.7825603485,
Mercantile Building,545,office,steel,COM,Dallas,DAL,,1943,31,159.4100036621,-96.7966918945,32.7808418274,
Mercantile Building,245,office,steel,COM,New York City,NYC,1929,1929,48,192.6000061035,-73.9812774658,40.7515602112,
Mercedes House,1586,residential,concrete,COM,New York City,NYC,2009,2012,32,106.0999984741,-73.9929428101,40.7678413391,
Merchandise Mart (CHI),1656,,steel,COM,Chicago,CHI,1928,1930,25,103.6299972534,-87.6354064941,41.8885002136,
Merchandise Mart (NYC),365,office,steel,COM,New York City,NYC,,1973,42,175.5700073242,-73.9863128662,40.742351532,
Merchants Bank Building,2267,office,steel,COM,St. Paul,STP,,1915,16,69.3399963379,-93.0906982422,44.9466400146,
Mercy Medical Center Inpatient Tower,2071,hospital,steel,COM,Baltimore,BAL,1958,1963,20,84,-76.6132278442,39.292930603,
Meridian,2197,residential,concrete,COM,Seattle,SEA,2000,2002,24,77.0999984741,-122.3292007446,47.6126785278,
Meridian Condominiums,1431,residential,concrete,COM,San Diego,SAN,,1985,28,113.0999984741,-117.1651229858,32.7132797241,
Meridian Plaza I,2366,office,concrete,COM,Sacramento,SAC,,2003,12,46,-121.4882888794,38.5768318176,
Met 1,944,residential,concrete,COM,Miami,MIA,2004,2007,40,134.1100006104,-80.1874923706,25.7714099884,
Met 2 Marriott Marquis,627,hotel,concrete,COM,Miami,MIA,2007,2010,41,153.0700073242,-80.1891326904,25.7713108063,
Metcalfe Federal Building,1263,government,concrete,COM,Chicago,CHI,,1991,27,120.6999969482,-87.6304626465,41.8777084351,
MetLife Building,76,office,steel,COM,New York City,NYC,1960,1963,59,246.2799987793,-73.9766693115,40.7534217834,
Metro Tower,2080,office,steel,COM,Lubbock,LBB,1954,1955,20,83.5199966431,-101.8488464356,33.5848388672,
Metropolitan Correctional Center,2009,other,concrete,COM,Chicago,CHI,1973,1975,27,88.0899963379,-87.6304931641,41.8765487671,
Metropolitan Life North Annex,2379,office,steel,NC,New York City,NYC,1931,,100,,-73.9865036011,40.7415084839,
Metropolitan Life North Building,884,office,steel,COM,New York City,NYC,1933,1950,31,137.4700012207,-73.9864883423,40.7415008545,
Metropolitan Life Tower,159,office,steel,COM,New York City,NYC,1907,1909,50,213.3600006104,-73.9873809814,40.7412796021,
Metropolitan Tower (CHI),771,office,steel,COM,Chicago,CHI,1923,1924,37,144.7799987793,-87.6246337891,41.877948761,
Metropolitan Tower (NYC),146,residential \/ office,concrete,COM,New York City,NYC,,1985,68,218.2400054932,-73.9793167114,40.7647514343,
Metropolitan Tower (SEA),1907,residential,steel,COM,Seattle,SEA,1999,2001,31,93,-122.337310791,47.6147003174,
Miami Center,719,office,steel,COM,Miami,MIA,1981,1983,34,147.5200042725,-80.1867294312,25.7722396851,
Miami Marriott Biscayne Bay,1716,hotel,concrete,COM,Miami,MIA,,1979,31,101.1999969482,-80.1861801147,25.7908496857,
Miami River,251,residential,concrete,UC,Miami,MIA,,,57,192.0299987793,0,0,
Miami Tower,261,office,concrete,COM,Miami,MIA,1980,1987,47,190.5,-80.1914596558,25.7722797394,
Miami-Dade County Courthouse,1516,government,concrete,COM,Miami,MIA,1925,1928,28,109.6999969482,-80.1950531006,25.7745990753,
Michigan Avenue Lofts,1930,residential,steel,COM,Chicago,CHI,,1911,20,92,-87.6247711182,41.8703308105,
Michigan Avenue Tower I,1846,residential,concrete,COM,Chicago,CHI,2003,2005,29,95.7600021362,-87.6245193481,41.8659591675,
Michigan Avenue Tower II,1865,residential,concrete,COM,Chicago,CHI,2007,2009,28,94.6699981689,-87.6244735718,41.8638801575,
Michigan Boulevard Building,2100,office,steel,COM,Chicago,CHI,1913,1914,21,82.3000030518,-87.6249389648,41.882900238,
Michigan Central Station,2258,abandoned,steel,COM,Detroit,DTT,,1913,18,70.0999984741,-83.0776977539,42.3287811279,
Michigan Plaza South,436,office,concrete,COM,Chicago,CHI,,1985,46,168.5599975586,-87.6234817505,41.8860092163,
Michigan Terrace Condominiums,1757,residential,concrete,COM,Chicago,CHI,1961,1963,33,100,-87.6235122681,41.8918800354,
Mid Continental Plaza,346,residential \/ office,concrete,COM,Chicago,CHI,,2013,49,177.6199951172,-87.6256484985,41.8800888062,
Mid-Continent Tower,580,office,steel,COM,Tulsa,TUL,,1984,36,156.3600006104,-95.9888687134,36.152721405,
Midtown Five,1879,residential,concrete,UCT,Miami,MIA,2014,2016,24,94.1999969482,-80.192489624,25.8071498871,
Midtown Plaza,2124,office,steel,COM,Charlotte,CLT,,1924,17,81,-80.8450775146,35.22631073,
Midtown Towers,1912,residential,steel,COM,Pittsburgh,PIT,,1907,18,93,-80.0001373291,40.4425888062,
Millennium Centre,285,residential,concrete,COM,Chicago,CHI,2001,2003,58,185.9100036621,-87.6292724609,41.8930091858,
Millennium Park Plaza,1225,residential \/ office,concrete,COM,Chicago,CHI,,1982,40,121.919998169,-87.6240463257,41.8851509094,
Millennium Point,905,residential \/ hotel,concrete,COM,New York City,NYC,1999,2001,38,136.8600006104,-74.0174789429,40.7056007385,
Millennium Tower (BOS),176,residential,concrete,UCT,Boston,BOS,2014,2016,55,208.7899932861,-71.0596084595,42.3558502197,
Millennium Tower (SFO),223,residential,concrete,COM,San Francisco,SFO,2004,2009,58,196.6000061035,-122.3960723877,37.7903709412,
Millennium Tower Residences,1276,residential,concrete,COM,New York City,NYC,,2007,35,120.0899963379,-74.0170822144,40.7061691284,
Millennium Towers North,584,office,steel,COM,New York City,NYC,1928,1930,44,156.0599975586,-73.9893417358,40.7535514832,
Milwaukee Center,1044,office,concrete,COM,Milwaukee,MKE,,1988,28,129.8500061035,-87.9117965698,43.0416183472,
Mint at Riverfront,249,residential,concrete,COM,Miami,MIA,2006,2009,55,192.2799987793,-80.1951522827,25.7694892883,
Mirabella,1789,residential,concrete,COM,Portland,PDX,2008,2010,30,99.0599975586,-122.6701126099,45.497631073,
Moana Pacific East Tower,1079,residential,concrete,COM,Honolulu,HNL,2004,2008,46,128.5299987793,-157.846282959,21.2962207794,
Moana Pacific West Tower,1079,residential,concrete,COM,Honolulu,HNL,2005,2008,46,128.5299987793,-157.8471679688,21.2958106995,
Modis Tower,501,office,steel,COM,Jacksonville,JAX,,1975,37,163.0700073242,-81.6588668823,30.3258590698,
Mohegan Sun Sky Tower,702,hotel,steel,COM,Montville,MBM,,2002,34,148.4400024414,-72.0888824463,41.4923591614,
Moment,747,residential,concrete,UCT,Chicago,CHI,2014,2016,45,145.5,-87.6173324585,41.8922080994,
MoMo,1144,residential,composite,COM,Chicago,CHI,2006,2008,32,125.1399993897,-87.6274414063,41.8847808838,
Monadnock Building,2326,office,masonry,COM,Chicago,CHI,1889,1893,17,60.0499992371,-87.6295700073,41.8774681091,
Monarc at Met 3,1351,residential,concrete,COM,Miami,MIA,2013,2016,32,116.1299972534,-80.1896591187,25.7721500397,
Monroe Building,2268,office,steel,COM,Chicago,CHI,,1912,16,69,-87.6249084473,41.8806190491,
Montague-Court Building,820,office,steel,COM,New York City,NYC,,1927,35,140.8200073242,-73.9908828735,40.6936187744,
Montebello,1748,residential,concrete,COM,Houston,HOU,2002,2004,30,100.5800018311,-95.4575119019,29.7585601807,
Morrill Tower,2161,residential,concrete,COM,Columbus,CMH,1965,1967,24,79.25,-83.0219192505,40,
Morrison Hotel,530,hotel,steel,DEM,Chicago,CHI,,1925,45,160.3300018311,-87.6305999756,41.881690979,1965
Mortimer B. Zuckerman Research Center,1065,office \/ hospital \/ other,steel,COM,New York City,NYC,2002,2008,25,129.2400054932,-73.9567337036,40.7651405334,
Municipal Building,357,office,steel,COM,New York City,NYC,1909,1914,34,176.7899932861,-74.0036621094,40.7129096985,
Murano at Portofino,1205,residential,concrete,COM,Miami Beach,MB4,2000,2001,37,122.5,-80.1377182007,25.768529892,
Murano Grande at Portofino,1172,residential,concrete,COM,Miami Beach,MB4,2001,2003,37,124.0599975586,-80.1403884888,25.772769928,
Muse,216,residential,concrete,UC,Sunny Isles Beach,SI3,2015,2017,47,197.8200073242,-80.1210784912,25.9349193573,
Museum Park Place 1,2170,residential,concrete,COM,Chicago,CHI,2005,2007,23,78.9000015259,-87.6187973022,41.8571205139,
Museum Park Place 2,1751,residential,concrete,COM,Chicago,CHI,2007,2009,30,100.4000015259,-87.6185531616,41.8562088013,
Museum Park Tower I,2050,residential,concrete,COM,Chicago,CHI,2000,2002,20,85.3399963379,-87.6215667725,41.8651885986,
Museum Park Tower II,2243,residential,concrete,COM,Chicago,CHI,2007,2009,20,72.0299987793,-87.62059021,41.8646392822,
Museum Pointe,2006,residential,concrete,COM,Chicago,CHI,2003,2005,26,88.0999984741,-87.6209411621,41.8656082153,
Museum Tower (CHI),1162,residential,concrete,COM,Chicago,CHI,2004,2006,38,124.6399993897,-87.6212768555,41.8661003113,
Museum Tower (DAL),410,residential,concrete,COM,Dallas,DAL,2010,2013,42,170.6799926758,-96.8001174927,32.7894592285,
Museum Tower (MIA),1390,office,concrete,COM,Miami,MIA,1983,1986,30,114.9000015259,-80.1971130371,25.7698707581,
Museum Tower at Centennial Hill,2397,residential,concrete,COM,Atlanta,ATL,,2002,24,,-84.3917617798,33.762588501,
Mutual of America Building,761,office,steel,COM,New York City,NYC,1994,1995,34,145.0899963379,-73.9742507935,40.7576904297,
Mutual of New York Building,1397,office,steel,COM,New York City,NYC,,1950,27,114.5999984741,-73.9817276001,40.7650184631,
MyBrickell,1784,residential,concrete,COM,Miami,MIA,2012,2014,25,99.4000015259,-80.1918334961,25.7686290741,
Mystic Pointe Tower 200,2389,residential,concrete,COM,Aventura,AVU,,1989,30,,-80.1269607544,25.9534492493,
Mystic Pointe Tower 300,2387,residential,concrete,COM,Aventura,AVU,,1989,33,,-80.1276397705,25.9526901245,
Mystic Pointe Tower 400,2381,residential,concrete,COM,Aventura,AVU,,1990,40,,-80.1298522949,25.954120636,
Mystic Pointe Tower 500,2387,residential,concrete,COM,Aventura,AVU,,1991,33,,-80.1310119629,25.9527702332,
Narragansett Apartments,2203,residential,concrete,COM,Chicago,CHI,,1929,22,76.6299972534,-87.5848770142,41.8046302795,
Nashua Street Residences,1125,residential,steel,UCT,Boston,BOS,2014,2016,38,126.5,-71.0633926392,42.3659210205,
Nashville Life & Casualty Tower,1160,office,steel,COM,Nashville,NSH,,1957,30,124.669998169,-86.779083252,36.1633911133,
National City Bank Building (NYC),996,office,steel,DEM,New York City,NYC,,1928,32,131.6799926758,-74.0091094971,40.7062911987,1986
National City Bank Building (TOL),1458,office,steel,COM,Toledo,TOL,,1932,27,112.1999969482,-83.5351486206,41.6513214111,
National City Center (AKH),1838,office,steel,COM,Akron,AKH,,1969,23,96.2799987793,-81.5195770264,41.0815505981,
National City Center (CLE),1149,office,concrete,COM,Cleveland,CLE,1978,1980,35,125,-81.6876831055,41.5007095337,
National Naval Medical Center,2135,hospital,steel,COM,Bethesda,BZH,,1942,19,80.5,-77.0942077637,39.0018386841,
National Newark Building,812,office,steel,COM,Newark,EWR,1930,1931,34,141.7299957275,-74.1709671021,40.7366714478,
Nauru Tower,1112,residential,concrete,COM,Honolulu,HNL,,1992,44,127.1399993897,-157.8488616943,21.2919692993,
Nebraska State Capitol,1250,government,steel,COM,Lincoln (NE),LNK,1922,1932,22,121.2099990845,-96.6997070313,40.8080596924,
Nelson Tower,405,office,steel,COM,New York City,NYC,,1931,46,170.6900024414,-73.9908676147,40.7514686584,
NeoVertika,1448,residential,concrete,COM,Miami,MIA,2004,2006,35,112.5,-80.1956863403,25.7681293488,
Nestle Building,1992,office,steel,COM,Glendale,GEP,,1990,21,89,-118.2544631958,34.1580810547,
Neuhaus Tower,2272,office,concrete,COM,McAllen,TXC,,1980,17,67.9700012207,-98.2313919067,26.2019500732,
New England SkyScreamer,1214,observation,steel,COM,Agawam,XBL,2013,2014,-,122.0899963379,-72.6152572632,42.0412406921,
New United States Mission to the United Nations,1463,government,concrete,COM,New York City,NYC,2006,2009,26,112.1600036621,-73.9688873291,40.7507019043,
New World Tower,1527,office,steel,COM,Miami,MIA,,1965,30,108.8000030518,-80.1879577637,25.775560379,
New York Cotton Exchange Building,1893,residential,steel,COM,New York City,NYC,,1924,23,93.8799972534,-74.0096206665,40.7049598694,
New York Hospital Cornell Medical Center,1396,hospital,steel,COM,New York City,NYC,1930,1932,27,114.6100006104,-73.953742981,40.7650489807,
New York Life Building,275,office,steel,COM,New York City,NYC,1926,1928,33,187.5,-73.9855422974,40.7427711487,
New York Marriott East Side,1318,hotel,steel,COM,New York City,NYC,,1924,34,117.9599990845,-73.9726715088,40.7554283142,
New York Marriott Marquis Hotel,373,hotel,steel,COM,New York City,NYC,,1985,56,174.9600067139,-73.9861221313,40.7586212158,
New York Times Building,2122,office,steel,COM,New York City,NYC,,1931,18,81.3799972534,-73.9876022339,40.7573699951,
New York Times Tower,25,office,steel,COM,New York City,NYC,2004,2007,52,318.7699890137,-73.9900436401,40.7560882568,
New York Tribune Building,2165,office,masonry,DEM,New York City,NYC,1873,1875,18,79.25,-74.0054397583,40.7117614746,1966
New Yorker East Apartments,1609,residential,concrete,COM,New York City,NYC,,1975,34,105.1999969482,-73.9618377686,40.7585411072,
Newberry Plaza,435,residential,concrete,COM,Chicago,CHI,1972,1974,53,168.5599975586,-87.628868103,41.9015617371,
Newport Lofts,1704,residential \/ retail,steel,COM,Las Vegas,LAS,2005,2007,23,101.8000030518,-115.1495132446,36.1615104675,
Newsweek Building,558,office,steel,COM,New York City,NYC,1930,1931,42,158,-73.9760971069,40.7577018738,
NEXT,1945,residential,concrete,UCT,Chicago,CHI,2015,2016,29,91.1299972534,-87.6376113892,41.8978500366,
Nic on Fifth,2010,residential,concrete,COM,Minneapolis,MES,2012,2014,26,88.0899963379,-93.2697677612,44.9789505005,
Niche 905,2297,residential,concrete,UC,Chicago,CHI,2016,2017,18,64.7699966431,-87.6369781494,41.8993110657,
Niels Eperson Building,1145,office,steel,COM,Houston,HOU,,1927,31,125.0500030518,-95.365020752,29.7589492798,
NINE at Mary Brickell Village,1374,residential,concrete,COM,Miami,MIA,2004,2015,34,115.5,-80.194732666,25.7648696899,
Nine O Nine Kapiolani,1619,residential,concrete,COM,Honolulu,HNL,2005,2007,33,105,-157.8524780273,21.2980709076,
Nissen Building,2216,residential,steel,COM,Winston-Salem,INT,1926,1927,20,75,-80.2473373413,36.0979499817,
No. 9 Walton,1009,residential,concrete,UC,Chicago,CHI,2015,2018,35,131.0599975586,-87.6287002563,41.8997612,
Noble Square Co-op,1976,residential,concrete,COM,Chicago,CHI,,1969,28,89.9199981689,-87.6653213501,41.9031181335,
Normandie Court Apartments I,1449,residential,concrete,COM,New York City,NYC,,1987,34,112.5,-73.9491882324,40.7847518921,
Normandie Court Apartments II-IV,1449,residential,concrete,COM,New York City,NYC,,1986,34,112.5,-73.9482421875,40.784450531,
North American Plywood Building,531,office,steel,COM,New York City,NYC,,1972,41,160.3300018311,-73.9713134766,40.7555999756,
North Campus Residence Hall,2421,residential,concrete,UC,Chicago,CHI,2014,2016,15,,-87.599067688,41.7948608398,
North Dakota State Capitol,2229,government,steel,COM,Bismarck,BIS,1932,1934,19,73.7600021362,-100.7824478149,46.8207893372,
North Harbor Tower,417,residential,concrete,COM,Chicago,CHI,,1988,55,169.4700012207,-87.6153564453,41.8854408264,
North Pier Apartments,352,residential,concrete,COM,Chicago,CHI,,1990,61,177.0899963379,-87.6145019531,41.8908081055,
Northwestern Medicine 259 East Erie,1330,hospital,steel\/concrete,COM,Chicago,CHI,2012,2014,26,117.4700012207,-87.6207809448,41.8937911987,
Oak Park Station South Building,2275,residential,concrete,UC,Oak Park,QOP,2016,2018,20,67.3600006104,-87.8032684326,41.8875312805,
Oak Tower,1373,office,concrete,COM,Kansas City,MKC,,1913,28,115.5199966431,-94.5787277222,39.1012382507,
Oakbrook Terrace Tower,1104,office,composite,COM,Oakbrook,OAB,,1986,31,127.4100036621,-87.9544830322,41.8582382202,
Oakland City Hall,1830,government,steel,COM,Oakland,OAK,1911,1914,18,97.1999969482,-122.2723999023,37.8053703308,
Oakwood Yacht Club at Brickell,1366,residential,concrete,COM,Miami,MIA,,1998,36,115.8000030518,-80.188949585,25.7628002167,
Oasis I,1651,residential,concrete,COM,Fort Myers,FMY,2006,2008,32,103.6299972534,-81.8547821045,26.6548900604,
Oasis II,1660,residential,concrete,COM,Fort Myers,FMY,2006,2008,32,103.5800018311,-81.8542404175,26.654340744,
Ocean 4,1200,residential,concrete,COM,Sunny Isles Beach,SI3,,2006,40,122.8300018311,-80.1210174561,25.9354705811,
Ocean Palms Phase I,1228,residential,concrete,COM,Hollywood,HWO,2003,2006,38,121.919998169,-80.1176300049,25.9938793182,
Ocean Three Condominiums,1187,residential,concrete,COM,Sunny Isles Beach,SI3,2002,2003,37,123.4000015259,-80.1198883057,25.9508991241,
Ocean Tower,1352,residential,concrete,DEM,South Padre Island,SP1,2006,2008,31,116.1299972534,-97.171141,26.146459,2009
Ocean Two Condominiums I,1045,residential,concrete,COM,Sunny Isles Beach,SI3,,2001,40,129.8000030518,-80.1197509766,25.9529800415,
Ocean Two Condominiums II,1045,residential,concrete,COM,Sunny Isles Beach,SI3,,2001,40,129.8000030518,-80.1197509766,25.9536209106,
Octavius Tower,1577,hotel,steel,COM,Las Vegas,LAS,2008,2012,23,106.6800003052,-115.1771392822,36.1153717041,
Ohana Maile Sky Court,1446,hotel,concrete,COM,Honolulu,HNL,,1984,44,112.5,-157.8308563232,21.2839508057,
Ohio Bell Huron Building,1480,office,steel,COM,Cleveland,CLE,1925,1927,22,111.25,-81.6865234375,41.4981384277,
Ohio Public Employees Retirement System,2424,office,steel,COM,Columbus,CMH,2000,2004,13,,-82.9923095703,39.9593086243,
Ohio State House,2364,government,masonry,COM,Columbus,CMH,,1861,2,47.9000015259,-82.9990768433,39.9613189697,
OHM,1251,residential,concrete,COM,New York City,NYC,2008,2009,34,121.1800003052,-74.0031890869,40.7527999878,
Olive 8,856,residential \/ hotel,concrete,COM,Seattle,SEA,2006,2009,39,138.6900024414,-122.3341217041,47.6137390137,
Oliver Street Tower,1934,office,steel,COM,Boston,BOS,,1991,21,91.75,-71.0530776978,42.3552894592,
Olympia Centre,131,residential \/ office,concrete,COM,Chicago,CHI,1981,1986,63,222.8999938965,-87.6231536865,41.8964118958,
Olympic Tower,270,residential \/ office,concrete\/steel,COM,New York City,NYC,1974,1976,51,189,-73.9761505127,40.7591094971,
Omni Dallas Hotel,2038,hotel,concrete,COM,Dallas,DAL,2009,2011,23,86,-96.8040390015,32.7756385803,
Omni Fort Worth Hotel,915,residential \/ hotel,concrete,COM,Fort Worth,FWT,2006,2009,33,136.25,-97.3284835815,32.7481803894,
Omni Hotel,2046,hotel,concrete,COM,Nashville,NSH,2011,2013,21,85.4400024414,-86.7756271362,36.1570396423,
Omni Hotel CNN Center Expansion,1878,hotel,concrete,COM,Atlanta,ATL,2002,2003,28,94.2799987793,-84.3948974609,33.7589607239,
Omni San Diego Hotel and The Metropolitan,1403,residential \/ hotel,concrete,COM,San Diego,SAN,2000,2004,34,114.3000030518,-117.158821106,32.7070503235,
Omni William Penn Hotel,1916,hotel,steel,COM,Pittsburgh,PIT,1914,1916,26,92.9499969482,-79.9965209961,40.4406318665,
One America Plaza,648,office,steel,COM,San Diego,SAN,,1991,34,152.3999938965,-117.1687316895,32.716129303,
One America Tower,507,office,steel,COM,Indianapolis,IND,,1982,38,162.4600067139,-86.1603622437,39.7703895569,
One American Center,1212,office,concrete,COM,Austin,AUS,,1984,32,122.2200012207,-97.7432785034,30.2686195374,
One Astor Plaza,117,office,composite,COM,New York City,NYC,1968,1972,54,227.0800018311,-73.9864578247,40.757900238,
One AT&T Plaza,356,office,steel,COM,Dallas,DAL,1981,1984,37,176.7899932861,-96.7987289429,32.7795791626,
One Atlantic Center,71,office,composite,COM,Atlanta,ATL,,1987,50,249.9400024414,-84.387336731,33.7870101929,
One Beacon Street,608,office,steel,COM,Boston,BOS,,1972,36,154.5,-71.0608215332,42.3584785461,
One Bennett Park,67,residential,concrete,UC,Chicago,CHI,2016,2018,67,256.950012207,-87.6156082153,41.8915786743,
One Broadway on Brickell,1133,residential \/ retail,concrete,COM,Miami,MIA,2003,2005,36,126,-80.1977462769,25.7592697144,
One California,967,office,steel,COM,San Francisco,SFO,,1969,32,133.5,-122.3973388672,37.7933006287,
One California Plaza,361,office,steel,COM,Los Angeles,LAX,1983,1985,42,176.1799926758,-118.2513427734,34.0522689819,
One Canal Place,957,office,steel,COM,New Orleans,MSY,,1979,32,134,-90.0654830933,29.9512901306,
One Carnegie Hill,1023,residential,concrete,COM,New York City,NYC,2004,2006,41,130.5,-73.9481964111,40.7851791382,
One City Centre,1150,office,steel,COM,Houston,HOU,1959,1961,32,125,-95.3649215698,29.7561702728,
One City Place,1542,residential,concrete,COM,White Plains,WTS,2002,2004,35,107.9000015259,-73.7651901245,41.0327796936,
One Cleveland Center,898,office,steel,COM,Cleveland,CLE,1980,1983,31,137.1600036621,-81.6892318726,41.5037384033,
One Columbus Place Tower I,641,residential,concrete,COM,New York City,NYC,1997,1999,49,152.3999938965,-73.9854202271,40.7689399719,
One Columbus Place Tower II,641,residential,concrete,COM,New York City,NYC,1997,1999,49,152.3999938965,-73.9859008789,40.7693595886,
One Congress Plaza,1244,office,concrete,COM,Austin,AUS,,1987,30,121.3099975586,-97.7436523438,30.2635402679,
One Dayton Centre,1683,office,concrete,COM,Dayton,DAY,,1989,20,102.4100036621,-84.1922302246,39.7591209412,
One East Delaware,1473,residential,concrete,COM,Chicago,CHI,,1989,36,111.5599975586,-87.6280136108,41.8989181519,
One Embarcadero Center,388,office,steel,COM,San Francisco,SFO,,1970,45,173.4299926758,-122.3995819092,37.7945594788,
One Federal Street,556,office,steel,COM,Boston,BOS,,1976,38,158.5,-71.056892395,42.356300354,
One Financial Center,332,office,steel,COM,Boston,BOS,,1984,46,179.8300018311,-71.0562362671,42.3522415161,
One First National Center,241,office,composite,COM,Omaha,OMA,1999,2002,45,193.25,-95.9375686646,41.2590103149,
One Gateway Center,2071,office,steel,COM,Pittsburgh,PIT,,1952,20,84,-80.0054626465,40.4428787231,
One Georgia Center,1433,office,steel,COM,Atlanta,ATL,,1968,24,113.0800018311,-84.387878418,33.7707901001,
One Grand Central Place,191,office,steel,COM,New York City,NYC,,1930,53,205.1300048828,-73.9787597656,40.7520713806,
One Hanson Place,585,residential,steel,COM,New York City,NYC,1927,1929,42,156.0599975586,-73.9776306152,40.6854896545,
One HSBC Plaza,2034,office,concrete,COM,Rochester,ROC,,1970,21,86.5599975586,-77.6023864746,43.1548690796,
One Illinois Center,1497,office,concrete,COM,Chicago,CHI,1967,1970,30,110.3000030518,-87.6234664917,41.8876304626,
One Indiana Square,617,office,steel,COM,Indianapolis,IND,1967,1969,37,153.6199951172,-86.1555099487,39.7703704834,
One International Place,315,office,steel,COM,Boston,BOS,,1987,46,182.8800048828,-71.0520095825,42.3557090759,
One Kansas City Place,266,office,concrete,COM,Kansas City,MKC,1985,1988,42,189.8899993897,-94.583770752,39.0997009277,
One Liberty Place,41,office,steel,COM,Philadelphia,PHL,,1987,61,288.0400085449,-75.1681365967,39.9525604248,
One Liberty Plaza,121,office,steel,COM,New York City,NYC,,1972,54,226.4700012207,-74.0109024048,40.7098503113,
